Thu May 15 19:54:47 2025    /Users/nicole.r.frank/Breast-Cancer-Classification---SE489/reports/profiling/run.prof

         1410713 function calls (1379404 primitive calls) in 1.386 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       92    0.000    0.000    0.000    0.000 accessor.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 frame.py:12675(_reindex_for_setitem)
        4    0.000    0.000    0.000    0.000 base.py:3777(get_loc)
       20    0.000    0.000    0.000    0.000 __init__.py:1273(append)
        1    0.000    0.000    0.000    0.000 base.py:181(SelectionMixin)
        1    0.000    0.000    0.000    0.000 _rgi.py:52(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 _data.py:2012(Normalizer)
        1    0.000    0.000    0.000    0.000 tarfile.py:1645(TarFile)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
       17    0.000    0.000    0.000    0.000 parallel.py:110(_get_config_param)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
        1    0.000    0.000    0.000    0.000 _classification_threshold.py:213(FixedThresholdClassifier)
        1    0.000    0.000    0.000    0.000 parallel.py:107(delayed_function)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _parallel_backends.py:382(__init__)
        4    0.000    0.000    0.000    0.000 _array_api.py:423(concat)
        1    0.000    0.000    0.000    0.000 rk.py:407(DOP853)
       65    0.000    0.000    0.000    0.000 dataclasses.py:1159(<genexpr>)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 range.py:237(_data)
        1    0.000    0.000    0.000    0.000 symbolic.py:157(Expr)
        1    0.000    0.000    0.000    0.000 _data.py:1138(MaxAbsScaler)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        8    0.000    0.000    0.000    0.000 blocks.py:292(make_block_same_class)
        8    0.000    0.000    0.000    0.000 _nbit_base.py:52(__init_subclass__)
       30    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 parser.py:63(__init__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
       18    0.000    0.000    0.000    0.000 _data.py:142(_create_method)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        5    0.000    0.000    0.000    0.000 c_parser_wrapper.py:326(<listcomp>)
       34    0.000    0.000    0.000    0.000 typing.py:2928(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:65(DataManager)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1987(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _ridge.py:1013(Ridge)
       19    0.000    0.000    0.000    0.000 enum.py:806(__members__)
        1    0.000    0.000    0.000    0.000 _file_sink.py:87(Rotation)
        1    0.000    0.000    0.000    0.000 _completion_classes.py:34(BashComplete)
        1    0.000    0.000    0.000    0.000 extbuild.py:1(<module>)
        5    0.000    0.000    0.000    0.000 validation.py:481(_make_indexable)
        1    0.000    0.000    0.000    0.000 _coordinate_descent.py:2132(ElasticNetCV)
        1    0.000    0.000    0.000    0.000 __init__.py:21(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _data.py:21(__init__)
        1    0.000    0.000    0.000    0.000 _array_api.py:286(ensure_common_namespace_device)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1920(Chebyshev)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:264(_maybe_return_indexers)
        1    0.000    0.000    0.000    0.000 align.py:68(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 multi.py:208(names_compat)
       47    0.000    0.000    0.000    0.000 fromnumeric.py:206(_reshape_dispatcher)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        2    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 apply.py:118(Apply)
        7    0.000    0.000    0.000    0.000 frame.py:1643(__len__)
        1    0.000    0.000    0.000    0.000 _cubature.py:29(CubatureRegion)
        1    0.000    0.000    0.000    0.000 tempfile.py:682(SpooledTemporaryFile)
        5    0.000    0.000    0.000    0.000 base_parser.py:1269(_process_date_conversion)
        1    0.000    0.000    0.000    0.000 numeric.py:876(outer)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
       21    0.000    0.000    0.000    0.000 _testutils.py:86(__init__)
        1    0.000    0.000    0.000    0.000 _stats_py.py:9025(QuantileTestResult)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Formatter)
        4    0.000    0.000    0.000    0.000 format.py:506(has_index_names)
        1    0.000    0.000    0.000    0.000 _data.py:1472(RobustScaler)
        4    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:473(<listcomp>)
        2    0.000    0.000    0.000    0.000 generic.py:2015(__iter__)
        7    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1951(_preserve_type)
        1    0.000    0.000    0.000    0.000 _qmc.py:2481(MultinomialQMC)
        2    0.000    0.000    0.000    0.000 _linalg.py:148(_commonType)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        3    0.000    0.000    0.000    0.000 threading.py:243(__init__)
        5    0.000    0.000    0.000    0.000 common.py:207(validate_header_arg)
        1    0.000    0.000    0.000    0.000 pytables.py:485(HDFStore)
        1    0.000    0.000    0.000    0.000 _methods.py:235(_ptp)
        2    0.000    0.000    0.000    0.000 range.py:1032(_getitem_slice)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 glm.py:731(TweedieRegressor)
        1    0.000    0.000    0.000    0.000 utils.py:45(OptionsDict)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 base.py:156(BaseEstimator)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:440(__getitem__)
        8    0.000    0.000    0.000    0.000 common.py:1040(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 _data.py:85(_handle_zeros_in_scale)
        1    0.000    0.000    0.000    0.000 hermite.py:1697(Hermite)
       14    0.000    0.000    0.000    0.000 blocks.py:214(is_extension)
        1    0.000    0.000    0.000    0.000 protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:497(rv_frozen)
       34    0.000    0.000    0.000    0.000 managers.py:246(items)
        6    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        4    0.000    0.000    0.000    0.000 base.py:7679(<listcomp>)
        1    0.000    0.000    0.000    0.000 metaestimators.py:20(_BaseComposition)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 _tzpath.py:31(_parse_python_tzpath)
        2    0.000    0.000    0.000    0.000 blocks.py:2811(ensure_block_shape)
        1    0.000    0.000    0.000    0.000 image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:415(DataFrameFormatter)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ridge.py:2551(RidgeCV)
        1    0.000    0.000    0.000    0.000 parallel.py:1929(_reset_run_tracking)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1320(<listcomp>)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:376(__setstate__)
        9    0.000    0.000    0.000    0.000 typing.py:2261(runtime_checkable)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       38    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 queues.py:35(Queue)
        1    0.000    0.000    0.000    0.000 func2subr.py:1(<module>)
       25    0.000    0.000    0.000    0.000 __init__.py:348(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 printoptions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
       11    0.000    0.000    0.000    0.000 common.py:131(<lambda>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1737(DatelikeOps)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:72(LibController)
        1    0.000    0.000    0.000    0.000 link.py:89(BaseLink)
        1    0.000    0.000    0.000    0.000 loss.py:537(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:782(_finddoc)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2977(_one)
       20    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        3    0.000    0.000    0.000    0.000 models.py:121(__init__)
        5    0.000    0.000    0.000    0.000 nanops.py:253(_get_values)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
       15    0.000    0.000    0.000    0.000 doccer.py:88(inherit_docstring_from)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        7    0.000    0.000    0.000    0.000 fractions.py:277(_operator_fallbacks)
       10    0.000    0.000    0.000    0.000 common.py:91(ensure_python_int)
        1    0.000    0.000    0.000    0.000 laguerre.py:1632(Laguerre)
        1    0.000    0.000    0.000    0.000 resample.py:1626(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 sql.py:2089(ADBCDatabase)
        3    0.000    0.000    0.000    0.000 __init__.py:754(__init__)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
        2    0.000    0.000    0.000    0.000 textwrap.py:176(<listcomp>)
        2    0.000    0.000    0.000    0.000 expr.py:126(_compose)
        1    0.000    0.000    0.000    0.000 python_parser.py:71(PythonParser)
        1    0.000    0.000    0.000    0.000 _kde.py:43(gaussian_kde)
        1    0.000    0.000    0.000    0.000 object_array.py:35(ObjectStringArrayMixin)
       21    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        6    0.000    0.000    0.000    0.000 format.py:1841(_has_names)
        1    0.000    0.000    0.000    0.000 disk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parallel.py:117(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
       34    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
       10    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       12    0.000    0.000    0.000    0.000 format.py:738(<genexpr>)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1080(poly1d)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1599(HermiteE)
       46    0.000    0.000    0.000    0.000 inspect.py:3019(return_annotation)
        5    0.000    0.000    0.000    0.000 base.py:7723(_unpack_nested_dtype)
        1    0.000    0.000    0.000    0.000 pytables.py:340(JointFilterBinOp)
        3    0.000    0.000    0.000    0.000 repr.py:42(do_replace)
        1    0.000    0.000    0.000    0.000 deprecation.py:104(_decorate_property)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:55(_pdf_formula)
       16    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 base.py:346(shape)
        5    0.000    0.000    0.000    0.000 function.py:413(validate_func)
        4    0.000    0.000    0.000    0.000 managers.py:2320(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1799(MetricInfo)
        1    0.000    0.000    0.000    0.000 _base.py:352(ProductNestedFixed)
       18    0.000    0.000    0.000    0.000 indexing.py:981(<genexpr>)
        8    0.000    0.000    0.000    0.000 enum.py:1154(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 pathlib.py:578(__eq__)
        1    0.000    0.000    0.000    0.000 _kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 _data.py:2213(Binarizer)
        1    0.000    0.000    0.000    0.000 dtypes.py:1610(SparseDtype)
        8    0.000    0.000    0.000    0.000 enum.py:794(__iter__)
        1    0.000    0.000    0.000    0.000 sslproto.py:82(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bracket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _covariance.py:11(Covariance)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:506(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 csvs.py:56(CSVFormatter)
       31    0.000    0.000    0.000    0.000 enum.py:1252(name)
        1    0.000    0.000    0.000    0.000 _data.py:20(_data_matrix)
        1    0.000    0.000    0.000    0.000 _interpolate.py:154(interp1d)
       45    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_set_none)
        1    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        4    0.000    0.000    0.000    0.000 shape_base.py:454(<listcomp>)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2464(<listcomp>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        4    0.000    0.000    0.000    0.000 shape_base.py:370(_stack_dispatcher)
       49    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 types.py:165(FuncParamType)
        1    0.000    0.000    0.000    0.000 escape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:101(BaseArrayManager)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 pytables.py:2034(IndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2359(DataCol)
       11    0.000    0.000    0.000    0.000 typing.py:947(_is_typevar_like)
       10    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:546(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
       12    0.000    0.000    0.000    0.000 indexing.py:992(_validate_key_length)
       18    0.000    0.000    0.000    0.000 indexing.py:2772(<genexpr>)
        1    0.000    0.000    0.000    0.000 pytables.py:2846(GenericFixed)
        1    0.000    0.000    0.000    0.000 _sputils.py:142(getdata)
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:174(Column)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:337(_ExpmPadeHelper)
       19    0.000    0.000    0.000    0.000 datetimes.py:124(_field_accessor)
        3    0.000    0.000    0.000    0.000 generic.py:2140(<genexpr>)
       23    0.000    0.000    0.000    0.000 config.py:886(inner)
        1    0.000    0.000    0.000    0.000 base_events.py:275(Server)
        8    0.000    0.000    0.000    0.000 format.py:494(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 _param_validation.py:619(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 _finite_differences.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:393(__init__)
       10    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
       23    0.000    0.000    0.000    0.000 config.py:849(inner)
       19    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
       24    0.000    0.000    0.000    0.000 function.py:52(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lil.py:20(_lil_base)
       11    0.000    0.000    0.000    0.000 config.py:899(is_nonnegative_int)
       29    0.000    0.000    0.000    0.000 base.py:1671(name)
        1    0.000    0.000    0.000    0.000 padding.py:19(Padding)
        1    0.000    0.000    0.000    0.000 message.py:973(MIMEPart)
        1    0.000    0.000    0.000    0.000 _censored_data.py:60(CensoredData)
        2    0.000    0.000    0.000    0.000 sysconfig.py:311(get_default_scheme)
        1    0.000    0.000    0.000    0.000 core.py:1374(make_mask_descr)
        1    0.000    0.000    0.000    0.000 _csr.py:18(_csr_base)
       14    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       11    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
       16    0.000    0.000    0.000    0.000 base.py:540(<genexpr>)
        1    0.000    0.000    0.000    0.000 info.py:359(_BaseInfo)
        1    0.000    0.000    0.000    0.000 _odswriter.py:31(ODSWriter)
       12    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 _fft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:307(_pdf_formula)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        2    0.000    0.000    0.000    0.000 format.py:518(show_col_idx_names)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1748(tol)
       12    0.000    0.000    0.000    0.000 doccer.py:145(extend_notes_in_docstring)
       18    0.000    0.000    0.000    0.000 enum.py:1652(_simple_enum)
        1    0.000    0.000    0.000    0.000 _param_validation.py:611(__init__)
        1    0.000    0.000    0.000    0.000 _bsplines.py:69(BSpline)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 managers.py:903(BlockManager)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1608(reset_cache)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        5    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        4    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rule.py:12(Rule)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:16(IntegerDtype)
        3    0.000    0.000    0.000    0.000 generic.py:4379(_set_is_copy)
       36    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 tasks.py:78(Task)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1795(validation_policy)
       19    0.000    0.000    0.000    0.000 _decorators.py:258(future_version_msg)
        1    0.000    0.000    0.000    0.000 blocks.py:2703(new_block_2d)
        1    0.000    0.000    0.000    0.000 console.py:415(ScreenContext)
        1    0.000    0.000    0.000    0.000 grouper.py:488(Grouping)
       50    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 case.py:387(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:186(LegacyVersion)
        1    0.000    0.000    0.000    0.000 boolean.py:239(BooleanArray)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        4    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       13    0.000    0.000    0.000    0.000 _internal.py:941(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3142(rv_discrete)
        1    0.000    0.000    0.000    0.000 managers.py:1825(SingleBlockManager)
       19    0.000    0.000    0.000    0.000 _decorators.py:266(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 sysconfig.py:456(_get_sysconfigdata_name)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
        6    0.000    0.000    0.000    0.000 deprecation.py:81(_deprecated)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1262(BPoly)
        1    0.000    0.000    0.000    0.000 _ridge.py:1701(_RidgeGCV)
        1    0.000    0.000    0.000    0.000 fileinput.py:171(FileInput)
        1    0.000    0.000    0.000    0.000 _methods.py:76(_count_reduce_items)
        3    0.000    0.000    0.000    0.000 enum.py:652(<listcomp>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1983(_num_parameters)
        8    0.000    0.000    0.000    0.000 string.py:287(parse)
       18    0.000    0.000    0.000    0.000 indexing.py:2781(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 _better_exceptions.py:126(ExceptionFormatter)
        1    0.000    0.000    0.000    0.000 abc.py:177(InspectLoader)
        2    0.000    0.000    0.000    0.000 stats.py:1(<module>)
       16    0.000    0.000    0.000    0.000 take.py:352(_view_wrapper)
        1    0.000    0.000    0.000    0.000 _cobyqa_py.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method '__format__' of 'str' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1283(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1217(TextDoc)
        5    0.000    0.000    0.000    0.000 _basic.py:3034(<listcomp>)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2981(_constants)
        1    0.000    0.000    0.000    0.000 rolling.py:120(BaseWindow)
        1    0.000    0.000    0.000    0.000 stata.py:2250(StataWriter)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:4370(Mixture)
       19    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 base_parser.py:1426(_validate_parse_dates_arg)
       33    0.000    0.000    0.000    0.000 fromnumeric.py:2333(_sum_dispatcher)
        6    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
       24    0.000    0.000    0.000    0.000 base.py:974(dtype)
        1    0.000    0.000    0.000    0.000 _lebedev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6788(MaskedConstant)
        1    0.000    0.000    0.000    0.000 utils.py:194(KeepOpenFile)
        1    0.000    0.000    0.000    0.000 pydoc.py:540(__init__)
        1    0.000    0.000    0.000    0.000 _resampling.py:2200(PermutationMethod)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:1125(Parser)
        1    0.000    0.000    0.000    0.000 measure.py:11(Measurement)
        6    0.000    0.000    0.000    0.000 __init__.py:788(__new__)
       40    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1762(cache_policy)
        2    0.000    0.000    0.000    0.000 _parser.py:1015(addgroup)
        4    0.000    0.000    0.000    0.000 parse.py:817(__getattr__)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 getlimits.py:384(finfo)
        1    0.000    0.000    0.000    0.000 config.py:480(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1230(ZipFile)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:365(DataFrame)
        1    0.000    0.000    0.000    0.000 _base.py:927(ExcelWriter)
       34    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
       10    0.000    0.000    0.000    0.000 threading.py:1168(ident)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
       25    0.000    0.000    0.000    0.000 series.py:660(_constructor)
        5    0.000    0.000    0.000    0.000 __init__.py:597(<genexpr>)
        1    0.000    0.000    0.000    0.000 _backend.py:330(set_global_backend)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        2    0.000    0.000    0.000    0.000 base.py:229(<listcomp>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:91(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _chandrupatla.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:444(<genexpr>)
        1    0.000    0.000    0.000    0.000 table.py:132(Row)
        1    0.000    0.000    0.000    0.000 generic.py:1826(_check_label_or_level_ambiguity)
        1    0.000    0.000    0.000    0.000 _bsr.py:24(_bsr_base)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2755(_icdf_dispatch)
        1    0.000    0.000    0.000    0.000 _get_frame.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parallel.py:957(Parallel)
        1    0.000    0.000    0.000    0.000 _multiufuncs.py:24(MultiUFunc)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:832(<genexpr>)
        1    0.000    0.000    0.000    0.000 _resampling.py:2286(BootstrapMethod)
        1    0.000    0.000    0.000    0.000 pytables.py:2674(Fixed)
       34    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1783(validation_policy)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 text_join.py:1(<module>)
        5    0.000    0.000    0.000    0.000 c_parser_wrapper.py:392(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 traceback.py:221(_SyntaxError)
        1    0.000    0.000    0.000    0.000 _common.py:595(outer)
        1    0.000    0.000    0.000    0.000 _store_backends.py:40(StoreBackendBase)
       16    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        1    0.000    0.000    0.000    0.000 _completion_classes.py:70(ZshComplete)
        1    0.000    0.000    0.000    0.000 _logistic.py:1128(__init__)
        6    0.000    0.000    0.000    0.000 common.py:311(is_null_slice)
        1    0.000    0.000    0.000    0.000 abc.py:14(ResourceReader)
        1    0.000    0.000    0.000    0.000 _array_api.py:329(_NumPyAPIWrapper)
       16    0.000    0.000    0.000    0.000 _available_if.py:57(available_if)
        3    0.000    0.000    0.000    0.000 models.py:86(__init__)
       10    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 core.py:1360(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 numeric.py:43(NumericDtype)
